Name,Keywords,Result
Google Business Intelligence,google business intelligence,"['Google Business Intelligence Professional Certificate', 'What is Business Intelligence?', 'Google Business Intelligence Certificate', 'Senior Business Intelligence Analyst', 'Analytics Engineering', 'Business Intelligence Modernization', 'Google have announced their new Business Intelligence ...', 'Google Career Certificates - Registration', 'Foundations of Business Intelligence Course by Google', 'Online Course: Google Business Intelligence from Google']"
Business and Financial Modeling,"financial modeling, business","['What is Financial Modeling?', 'Financial Modeling Guide | Excel Training Tutorial', 'Financial Modeling', 'Financial modeling', 'Financial Modeling Course | Online Classes & Training', 'Types of Financial Models', 'Financial Modeling Explained with Examples', '10 Types of Financial Models You Need To Know', 'Small Business Administration', 'What Is a Business? Understanding Different Types and ...']"
Architecting with Google Compute Engine,"google compute engine, architecting","['Compute Engine', 'Compute Engine documentation', 'Compute Engine ï¿½ï¿½ï¿½ Marketplace', 'Google Compute Engine', 'What is Google Compute Engine?', 'Google Compute Engine', 'Introduction to Google Compute Engine', 'Google Compute Engine ï¿½ï¿½ï¿½ Introduction', 'Google Cloud Compute Engine Machine Type Comparison', 'Architecting a Verb? - OUP Blog']"
Meta Database Engineer,meta database engineer,"['Meta Database Engineer Professional Certificate', 'Database Engineer Professional Certificate Online Courses', 'Meta database engineer certification opinion : r/SQL', 'Data Engineer', 'Product Analytics', 'Data engineering at Meta: High-Level Overview of the ...', 'dennislamcv1/MetaDatabase: Meta Database Engineer ...', ""Review ï¿½ï¿½ï¿½ Is Meta's Database Engineer Professional ..."", 'Meta Database Engineer Certificate', 'Meta Database Enginee']"
Microsoft Cybersecurity Analyst,microsoft cybersecurity analyst,"['Microsoft Cybersecurity Analyst Professional Certificate', 'Microsoft Certified: Security Operations Analyst Associate', 'Microsoft Certified: Cybersecurity Architect Expert', 'What are your thoughts on new Microsoft Cybersecurity ...', 'Online Course: Microsoft Cybersecurity Analyst from ...', 'Microsoft Cyber Security Analyst Jobs', ""Is Microsoft's Cybersecurity Analyst Professional Certificate ..."", 'Course SC-100T00-A: Microsoft Cybersecurity Architect', 'microsoft certified cybersecurity analyst jobs']"
HRCI Human Resource Associate,hrci human resource associate,"['aPHR', 'HRCI Human Resource Associate Professional Certificate', 'Individual Certifications', 'HRCI Partners with Coursera to Launch HRCI Human ...', 'aPHRi', 'aPHR: HRCI Associate Professional in Human Resources ...', 'aPHR Certification Preparation', 'Online Course: HRCI Human Resource Associate from HRCI', 'Associate Professional in Human Resourcesï¿½ï¿½ (aPH']"
Preparing for Google Cloud Certification: Machine Learning Engineer,"machine learning engineer, google cloud certification, preparing","['What Is a Machine Learning Engineer (ML Engineer)?', 'Professional ML Engineer Certification | Learn', 'What Is a Machine Learning Engineer? (2024 Guide)', 'Machine Learning Engineers: What Do They Do and How ...', 'Machine Learning Engineer Job Description', 'What is a Machine Learning Engineer? The Ultimate Guide', 'Machine Learning Engineers ï¿½ï¿½ï¿½ What Do They Actually Do?', 'Google Cloud Certification', 'Google Cloud Courses and Training', 'Google Cloud Certification: 2024 Guide']"
SAP Technology Consultant,sap technology consultant,"['SAP Technology Consultant Professional Certificate', 'SAP S/4HANA System Administration', 'The Coursera Professional Certificate: SAP Technology ...', 'SAP Technology Consultant jobs', '5000+ Sap Technology Consultant jobs in United States ...', 'SAP Technology consultant', 'SAP Certification', 'Total Salary Range for SAP Technology Consultant', 'Technology Consulting (Cloud & Digital) - SAP opportunities']"
"Data Engineering, Big Data, and Machine Learning on GCP","machine learning, data engineering, big data, gcp","['Machine learning', 'What Is Machine Learning (ML)?', 'Machine learning', 'explained', 'What is Machine Learning? Definition', 'Types', 'Tools & More', 'What Is Machine Learning? Definition', 'Types', 'and Examples']"
Preparing for Google Cloud Certification: Cloud Data Engineer,"google cloud certification, cloud data engineer, preparing","['Google Cloud Certification', 'Google Cloud Courses and Training', 'Google Cloud Certification: 2024 Guide', 'About Google Cloud Certifications', 'Google Cloud Certification Path', 'Preparation', 'Salary', 'Cloud Certification Help', 'Google Cloud Certified Directory', 'GCP Associate Cloud Engineer - Google Cloud Certification']"
Digital Product Management,digital product management,"['What is a Digital Product Manager? | Definition and Overview', 'Digital Product Management: Modern Fundamentals', 'Digital Product Management Specialization [5 courses] (UVA)', 'Digital Product Management', 'Digital Product Management Certificate', 'Digital Product Manager Job Description', 'What Does A Digital Product Manager Do?', 'Digital product management definition', 'What is digital product management? A high-level guide']"
Microsoft 365 Fundamentals,microsoft 365 fundamentals,"['Microsoft 365 Certified: Fundamentals - Certifications', 'Course MS-900T01-A: Microsoft 365 Fundamentals', 'Microsoft 365 Fundamentals Specialization', 'Study guide for Exam MS-900: Microsoft 365 Fundamentals', 'Microsoft Certified: Fundamentals', 'Microsoft 365 Fundamentals: MS-900 +Practice Questions', 'MS-900: Microsoft 365 Fundamentals', 'Describe Microsoft 365 apps and services - Training', 'Microsoft Certified: Dynamics 365 Fundamentals (ERP)']"
Preparing for Google Cloud Certification: Cloud DevOps Engineer,"google cloud certification, cloud devops engineer, preparing","['Google Cloud Certification', 'Google Cloud Courses and Training', 'Google Cloud Certification: 2024 Guide', 'About Google Cloud Certifications', 'Google Cloud Certification Path', 'Preparation', 'Salary', 'Cloud Certification Help', 'Google Cloud Certified Directory', 'GCP Associate Cloud Engineer - Google Cloud Certification']"
Architecting with Google Kubernetes Engine,"google kubernetes engine, architecting","['Google Kubernetes Engine (GKE)', 'What Is Kubernetes?', 'What is Google Kubernetes Engine (GKE)?', 'Getting Started with Google Kubernetes Engine', 'Google Kubernetes Engine: 5 Key Features and Getting Started', 'Kubernetes', 'Architecting a Verb? - OUP Blog', 'Architecting - definition of architecting by The ...', 'Architecting IT: Homepage', 'Architecting for Scale: High Availability for Your Growing ...']"
Preparing for Google Cloud Certification: Cloud Security Engineer,"google cloud certification, cloud security engineer, preparing","['Google Cloud Certification', 'Google Cloud Courses and Training', 'Google Cloud Certification: 2024 Guide', 'About Google Cloud Certifications', 'Google Cloud Certification Path', 'Preparation', 'Salary', 'Cloud Certification Help', 'Google Cloud Certified Directory', 'GCP Associate Cloud Engineer - Google Cloud Certification']"
Preparing for Google Cloud Certification: Cloud Developer,"google cloud certification, cloud developer, preparing","['Google Cloud Certification', 'Google Cloud Courses and Training', 'Google Cloud Certification: 2024 Guide', 'About Google Cloud Certifications', 'Google Cloud Certification Path', 'Preparation', 'Salary', 'Cloud Certification Help', 'Google Cloud Certified Directory', 'GCP Associate Cloud Engineer - Google Cloud Certification']"
Leading the Modern Day Business,"modern day business, leading","['Leading the Modern Day Business Specialization', 'Leading the Modern Day Business - Online Learning', '26 Great Business Ideas to Start in 2024', ""The Entrepreneur's Guide to the Modern Day Business Plan"", 'Modern Businesses Need Modern Strategy', '6 Modern Business Practices That Drive an Instant Impact', 'List of 10 modern business trends for you to consider', 'Modern Business: Definition', 'Characteristics & Examples', 'How the Modern World is Shaping the Business of Tomorrow.']"
Modern Project Management,modern project management,"['Modern Project Management: An Introduction', 'PM 101 - modern project management - defining purpose', 'Modern Project Management', 'Modern Project Management: An Overview of the 7th Edition', 'Modern Project Management : Successfully Integrating ...', 'The Evolution of Modern Project Management', 'The growth of modern project management', 'Which Project Management Style Suits Your Business?', 'Modern Project Management: What You Need To Know ...']"
Google Cloud Database Engineer,google cloud database engineer,"['Professional Cloud Database Engineer Certification | Learn', 'Professional Cloud Database Engineer Certification Exam', 'Google Cloud Database Engineer Specialization', 'Database Engineer Learning Path', 'Google Cloud Professional Database Engineer Certification', 'Certification ï¿½ï¿½ï¿½ Google Cloud Database Engineer Exam ...', 'Apply for Google Cloud Database Engineer Jobs Today', 'Google Cloud Certified Professional Cloud Database ...', 'Google Professional Cloud Database Engineer Ex']"
Developing Applications with Google Cloud,"google cloud, developing applications","['Google Cloud: Cloud Computing Services', 'Google Cloud Next', 'Google Cloud Platform', 'Cloud OnAir - Google', 'Explore Google Cloud for Education', 'Developing applications', 'What is Application Development? A Detailed Guide to 2024', 'How To Develop an App in 12 Easy Steps (2024 Guide)', 'What is application development? - Zoho Creator', 'How to Develop an Application in 10 Easy Steps']"
Networking in Google Cloud,"google cloud, networking","['Google Cloud: Cloud Computing Services', 'Google Cloud Next', 'Google Cloud Platform', 'Cloud OnAir - Google', 'Explore Google Cloud for Education', ""A Beginner's Guide to Networking"", 'Networking: What It Is and How to Do It Successfully', 'Learn to Love Networking', 'What Is Networking?', 'What Is Networking and Why Is It So Important? (Plus Tips)']"
Preparing for Google Cloud Certification: Cloud Network Engineer,"google cloud certification, cloud network engineer, preparing","['Google Cloud Certification', 'Google Cloud Courses and Training', 'Google Cloud Certification: 2024 Guide', 'About Google Cloud Certifications', 'Google Cloud Certification Path', 'Preparation', 'Salary', 'Cloud Certification Help', 'Google Cloud Certified Directory', 'GCP Associate Cloud Engineer - Google Cloud Certification']"
Excel Skills for Business,"excel skills, business","['Excel video training', '13 advanced Excel skills for business', '10 Advanced Excel Skills You Need to Succeed Today', 'How To Include Excel Skills on Your Resume', '20 Must-Have Excel Skills for Professionals in 2024', 'What Excel Skills Are Employers Looking For?', '8 Advanced Excel Skills to Boost Productivity and Proficiency', 'MS Excel Skills on Resume', 'Small Business Administration', 'What Is a Business? Understanding Different Types and ...']"
IBM Introduction to Machine Learning,"machine learning, ibm introduction","['Machine learning', 'What Is Machine Learning (ML)?', 'Machine learning', 'explained', 'What is Machine Learning? Definition', 'Types', 'Tools & More', 'What Is Machine Learning? Definition', 'Types', 'and Examples']"
The Materiality of ESG Factors,"esg factors, materiality","['What Is ESG Investing?', 'ESG factors explained: Environmental | Social | Governance', 'ESG (Environmental', 'Social', '& Governance)', 'What is environmental', 'social and governance (ESG)?', 'ESG: environmental', 'social', '& governance investing explained']"
